sentiment,texte
positive,"Les économies de coûts s'élèveront alors à environ 20 millions d'euros par an à partir de 2007, a indiqué OKO."
positive,Les objectifs financiers du groupe Cramo pour 2010-2013 sont une croissance des ventes supérieure à 10 pour cent par an ; rendement des capitaux propres supérieur à 15 pour cent.
neutral,"Le chiffre d' affaires net de Cymed devrait s'élever à 3,5 millions d' euros en 2006 ."
neutral,Delhaize Le Lion a sélectionné l'Aldata G.O.L.D. Solution PDA vocale sur le terminal PDA Motorola WT4090.
positive,"La perte diluée par action s'élève à 0,15 EUR contre 0,26 EUR."
positive,Des programmes d'efficacité d'un montant total de 100 millions d'euros sont en cours chez Finnair.
neutral,Le chiffre d'affaires d'Elcoteq en 2007 était d'environ 120 millions d'euros.
positive,Elektrobit (EB) a renouvelé son contrat d'infrastructure informatique avec le fournisseur de services TIC Fujitsu Services pour le service Patja d'EB.
positive,Le trafic européen a augmenté de près de 30 % .
neutral,"Ramirent Plc (OMX Helsinki : RMR1V), société internationale de location de machines basée en Finlande, a annoncé vendredi (15 août) un bénéfice d'exploitation de 65,0 millions d'euros sur un chiffre d'affaires net de 342,9 millions d'euros pour la période janvier-juin 2008."
neutral,"Le fabricant finlandais de produits en aluminium Nordic Aluminum Plc ( OMX Helsinki : NOA1V ) a annoncé lundi (18 août) un bénéfice d'exploitation de 7,9 millions d'euros sur un chiffre d'affaires net de 55,2 millions d'euros pour la période janvier-juin 2008."
neutral,"Le fournisseur finlandais de composants Componenta Corporation ( OMX Helsinki : CTH1V ) a annoncé mardi (15 juillet) un bénéfice d'exploitation de 46,2 millions d'euros sur un chiffre d'affaires net de 386,0 millions d'euros pour la période financière janvier-juin 2008."
positive,Le fabricant finlandais d'ascenseurs et d'escaliers mécaniques KONE Corporation a annoncé mardi 18 mars avoir reçu une commande importante de Sir Robert McAlpine pour la fourniture de tous les ascenseurs et escaliers mécaniques du projet Watermark Place dans la ville de Londres.
positive,Le développeur finlandais de logiciels financiers Basware Oyj a annoncé aujourd'hui qu'il fournirait sa solution d'automatisation des factures (IA) à une grande entreprise de vente au détail anonyme aux États-Unis dans le cadre d'un accord d'une valeur de plus de 300 000 euros.
positive,Le fabricant finlandais de machines et d'équipements forestiers Ponsse Oyj a annoncé le 5 octobre 2007 qu'il livrerait un total de 67 machines forestières à méthode de coupe à longueur et 44 têtes d'abattage au fabricant de papier brésilien Bahia Pulp et à des entrepreneurs uruguayens anonymes en matière de récolte de bois.
neutral,"Le groupe finlandais de technologie du verre Glaston Corporation ( OMX Helsinki : GLA1V ) a annoncé jeudi 14 août un bénéfice d'exploitation de 6,5 millions d'euros sur un chiffre d'affaires net de 201,5 millions d'euros pour la période janvier-septembre 2008."
neutral,"Le fournisseur finlandais de solutions de logistique et d'information Done Solutions Corporation ( OMX Helsinki : DSO1V ) a annoncé mercredi (29 octobre) un bénéfice d'exploitation de 3,6 millions d'euros sur un chiffre d'affaires net de 35,1 millions d'euros pour la période janvier-septembre 2008."
positive,"Le finlandais Metso fournira de nouvelles lignes de manutention et de blanchiment du bois, ainsi qu'une reconstruction de la ligne de lavage des doublures kraft pour l'usine Tel+�maco Borba de Klabin dans l'État brésilien de Paran+� ."
neutral,"La société finlandaise de logiciels QPR Software Plc ( OMX Helsinki : QPR1V ) a annoncé jeudi ( 23 octobre ) un bénéfice d' exploitation de 63 000 euros sur un chiffre d' affaires net de 1,5 million d' euros pour le troisième trimestre 2008 ."
positive,"Le groupe technologique finlandais Aspocomp Group Oyj ( OMX Helsinki : ACG1V ) a publié jeudi (13 novembre) son rapport du troisième trimestre, affichant un bénéfice d'exploitation de 0,4 million d'euros, contre une perte de 0,5 million d'euros au troisième trimestre 2007. ."
positive,"Le sous-traitant finlandais d'électronique Elcoteq Hongrie Kft a annoncé son intention de recruter plus de 650 nouveaux collaborateurs pour répondre aux nouvelles commandes à P+_cs, où l'entreprise possède deux usines."
neutral,"Suite au paiement effectué en avril, l'entreprise dispose d'un total de 23,0 millions d'euros de prêts auprès d'institutions financières."
positive,"Au deuxième trimestre 2010, le résultat consolidé avant impôt s'élève à 4,5 millions d'euros, contre 3,9 millions d'euros, et le résultat net à 3,2 millions d'euros, contre 2,9 millions d'euros l'année précédente."
positive,"Pour Telenor, le contrat de trois ans et demi est estimé à 12,6 millions d'euros. YIT a choisi Telenor et Elisa comme principaux fournisseurs de solutions TIC en Norvège, en Suède, au Danemark et en Finlande."
neutral,"Pour l'exercice financier se terminant le 30 septembre 2009, le chiffre d'affaires provenant de ces clients s'élevait à 10,012 millions de dollars, soit environ 11,0 % du chiffre d'affaires du groupe de transport."
neutral,"Galeria Podlaska, un centre commercial de la rue Wysockiego à Bia` ystok, est loué ou réservé à environ 60 pour cent."
positive,Il attend cependant des banques qu'elles proposent des financements alternatifs.
neutral,"En 2005, la banque a enregistré un bénéfice net de 8,2 millions de Lt."
neutral,"En 2006, les ventes nettes de TeliaSonera s'élevaient à 91 milliards SEK, l'EBITDA à 32,266 milliards SEK et le bénéfice net à 19,28 milliards SEK."
neutral,"En 2007, le bénéfice d'exploitation d'Alma Media s'élevait à environ 53 millions d'euros."
neutral,"En 2007, près des deux tiers des ventes nettes d'Orion provenaient de ces médicaments."
neutral,"En 2007, Huhtamaki continuera à investir dans la croissance organique."
positive,"En 2007, Marimekko a également ouvert des concept stores à Yokohama et Nagoya, au centre du Japon, à Silver Spring dans la région métropolitaine de Washington DC, aux États-Unis, à Graz, au centre de l'Autriche, et à Aalborg, au nord du Danemark."
neutral,"En 2007 , le chiffre d' affaires du Groupe s'élève à 22 millions d' euros et il compte environ 150 salariés à fin juin 2008 ."
positive,"En 2008, l'accord devrait générer des économies de 20 à 25 millions d'euros."
neutral,"En 2009, elle a réalisé un chiffre d'affaires net d'environ 6 millions d'euros."
neutral,"En 2010, le chiffre d'affaires net du Groupe Marimekko s'est élevé à 73.297 milliers d'euros (72.473 milliers d'euros) et le bénéfice d'exploitation à 8.169 milliers d'euros (6.291 milliers d'euros)."
neutral,"Dans le secteur des bières, Olvi a conservé sa position sur le marché."
neutral,"Sur la période janvier-septembre 2007, le résultat opérationnel s'élève à 20,5 millions d'euros."
positive,"Au Moyen-Orient et en Afrique du Nord, Tecnotree s'est considérablement développé ces dernières années."
positive,"au premier trimestre 2010 18 mai 2010 - Le fabricant finlandais de composants électriques Salcomp Oy (HEL : SAL1V) a annoncé aujourd'hui avoir réalisé un bénéfice net de 1,6 million d'euros au premier trimestre 2010, contre une perte de 2 millions d'euros pour la période correspondante de l'année dernière."
positive,"Fin 2006, le nombre de points de vente passera à 60-70."
positive,"Au premier trimestre 2010, le résultat évalué à la valeur de marché s'est élevé à un bénéfice avant impôts de 133 millions d'euros contre une perte de 32 millions d'euros pour la même période de l'année dernière."
positive,Incap Contract Manufacturing Services Private Limited a signé des accords avec six nouveaux clients en Inde.
positive,"Il a également indiqué que son BPA dilué au troisième trimestre s'est élevé à 0,34 euro contre 0,16 euro au même trimestre de l'année dernière."
positive,"Il a également généré un bénéfice par action (BPA) de 0,44 EUR contre une perte par action de 2,26 EUR."
positive,"Il s'est également traduit par un bénéfice par action (BPA) de 0,08 EUR contre une perte par action de 0,04 EUR."
neutral,Il ressort des statistiques de l'Autorité de Surveillance Technique que les clients qui changent de fournisseur de services transfèrent majoritairement leurs numéros vers le réseau d'Elisa.
neutral,"Elle prévoit un chiffre d'affaires compris entre 8,4 et 8,7 milliards de dollars, contre des estimations d'analystes de 8,67 milliards de dollars."
positive,Elle est conforme à ses projets visant à se concentrer sur des segments de croissance sélectionnés et à rationaliser la structure de l'entreprise.
positive,"Il prévoit des revenus compris entre 2,2 et 2,3 milliards de dollars, légèrement supérieurs aux estimations des analystes de 2,19 milliards de dollars."
positive,Cela renforcera également les activités offshore de Ruukki.
positive,Il combinera et renouvellera le contenu et les fonctionnalités des systèmes actuels de financement et de service en ligne ainsi que leur maintenance.
positive,"Jens Schulte-Bockum, directeur mondial des terminaux de Vodafone, a déclaré que la société prévoit de vendre un à deux millions de modèles Vodafone 125 et 225 au cours de la première année de lancement, et potentiellement des dizaines de millions au cours de la durée de vie de l'appareil."
positive,"Juha Jordan, ingénieur en chef chez Glaston, a déclaré que l'une des raisons pour lesquelles Vacon a été choisi comme fournisseur mondial de variateurs de fréquence AC est qu'il dispose de centres de service et d'assistance dans les mêmes pays où Glaston opère."
positive,"Kai Tulonen, directeur technologique de SysOpen Digia, déclare : « Mobility Business Suite représente une étape importante dans l'offre de l'entreprise au secteur des télécommunications."
neutral,"Kemira fournira les volumes supplémentaires de coagulants de fer provenant de l'usine de la société à Helsingborg, en Suède."
positive,"Le mois dernier, Outokumpu a vendu plus de 80 pour cent de son unité technologique, Outokumpu Technology Oyj, pour poursuivre son objectif stratégique de devenir le plus grand fabricant mondial d'acier inoxydable."
positive,"La semaine dernière, le groupe finlandais de métaux et de technologie a annoncé son intention de vendre plus de 80 pour cent de son unité technologique pour poursuivre l'objectif stratégique de l'entreprise de devenir le plus grand fabricant mondial d'acier inoxydable."
positive,"MADISON, Wisconsin, 6 février - PRNewswire - - Fiskars annonce que l'Office des brevets et des marques des États-Unis a accordé l'enregistrement d'une marque pour la couleur orange de ses manches de ciseaux emblématiques."
positive,MANAVIGATOR-7 septembre 2010-Kemira dévoile une coentreprise indienne avec IVRCL Le groupe chimique finlandais Kemira (HEL : KRA1V) a annoncé mardi avoir signé un accord pour former une coentreprise en Inde avec l'entreprise de construction locale IVRCL Infrastructure and Projects Ltd (BOM :530773). ) .
neutral,Metso fournira une chaudière de récupération d'une capacité de 6 800 tonnes de matières sèches par jour et une usine d'évaporation dotée de six étages thermiques et d'une capacité de 1 600 tonnes par heure.
positive,"Metso fournira l'équipement pour deux lignes de traitement du nouveau projet de minerai de fer Kaunisvaara de Northland Resources en Suède, qui exploite les gisements de minerai de fer Tapuli et Sahavaara."
positive,Les ventes de M-real devraient avoir augmenté de 4 % sur un an pour atteindre 609 millions d'euros au deuxième trimestre 2010.
positive,"NAVTEQ détient une avance considérable dans les systèmes de données cartographiques installés dans les véhicules nord-américains et pourrait être le leader dans les données de navigation étape par étape offertes par des services tels que OnStar en Amérique du Nord, a déclaré l'analyste Phil Magney du Telematics Research Group à Minnetonka, Minnesota. ."
positive,"Le conseil d'administration de Neste Oil a proposé un dividende de 1,00 euro pour l'ensemble de l'année 2007, contre 0,90 euro il y a un an."
positive,"Les revenus nets d'intérêts s'élèvent à 15,9 millions d'euros, contre 15,6 millions d'euros un an plus tôt."
neutral,Le bénéfice net de la période 2009 était de (EURO) 29 millions.
neutral,"Le bénéfice net de la même période en 2006 était de 36,6 millions d'euros."
neutral,Le bénéfice net pour la même période en 2006 était de (x20ac) 172 millions.
positive,"Le bénéfice net s'est élevé à 35,5 millions contre 29,8 millions."
neutral,Le chiffre d' affaires net devrait rester au même niveau qu'en 2007 .
neutral,"En 2007, le chiffre d'affaires net du groupe Sata-Flexo s'est élevé à environ 4,3 millions d'euros et les sociétés du groupe employaient au total 40 personnes."
neutral,Le chiffre d' affaires net en 2006 s'élève à 302 millions d' euros et la marge opérationnelle s'élève à 16 % .
positive,Les ventes nettes en 2007 devraient être en hausse de 10 % par rapport à 2006 .
neutral,Le chiffre d' affaires net en 2007 s'élève à 329 millions d' euros et la marge opérationnelle est supérieure à 19 % .
neutral,Les ventes nettes en 2008 devraient être au même niveau qu'en 2007 .
neutral,Le chiffre d'affaires net de l'unité Lehdentekijat s'élevait à environ 14 millions d'euros en 2007 et comptait 70 salariés.
positive,"Nokia a acheté Navteq, basé à Chicago, en 2008, acquérant une base de données cartographiques pour concurrencer les cartes de Google ainsi que celles des sociétés d'appareils de navigation telles que TomTom NV et Garmin Ltd."
neutral,Nokia Corp of Finland a annoncé mardi avoir reçu un contrat de gestion unifiée des appareils avec l'opérateur finlandais Elisa Oyj.
neutral,Nokia compte suffisamment d'utilisateurs pour faire aussi bien.
neutral,"Sur ce montant, 38,8 millions d'euros étaient des revenus nets d'intérêts."
neutral,"OMEO ( www.omeo.se ) emploie 55 personnes et prévoit un chiffre d' affaires net de quelque 23 millions d' euros ( 29,8 millions de dollars ) pour l' exercice 2006-2007 , se terminant le 30 avril 2007 ."
positive,"La perte d' exploitation s'élève à 179 millions d' euros , contre une perte de 188 millions d' euros au deuxième trimestre 2009 ."
neutral,"Le résultat opérationnel du trimestre avril-juin 2006 s'élève à 182,2 MEUR pour un chiffre d'affaires de 3,62 MdEUR."
neutral,"Le résultat opérationnel s'élève à 18,6 millions d'euros, soit 8,3 % du chiffre d'affaires net."
positive,"Le bénéfice d' exploitation s'élève à 9,8 millions d' euros , contre une perte de 12,7 millions d' euros pour la période correspondante en 2009 ."
positive,"La perte avant impôts s'élève à 0,3 million d'euros, contre une perte de 2,2 millions d'euros au premier trimestre 2005."
positive,"Le bénéfice avant impôts s'élève à 2,0 millions d'euros, contre une perte de 159,2 millions d'euros au quatrième trimestre 2008."
positive,"Le bénéfice avant impôts s'élève à 80,8 millions d'euros, contre une perte de 13,1 millions d'euros pour la période correspondante de 2009."
positive,"Auparavant, EB fournissait une solution personnalisée pour LG Electronics et la rend désormais disponible commercialement pour d'autres fournisseurs de terminaux mobiles ainsi que pour les opérateurs sans fil."
neutral,"Auparavant, Vaahto Pulp avait fourni des caisses d'arrivée dotées d'un rouleau redresseur et d'une technologie de contrôle de dilution pour l'usine de Stora Enso à Imatra, dans l'est de la Finlande."
positive,"La production sera étendue à d'autres sites d'Elcoteq, notamment au Mexique et en Hongrie, au cours de l'année 2010."
neutral,"Le bénéfice de l'exercice s'élève à 0,3 million d'euros."
positive,Rapala a déclaré qu'elle estime qu'elle réalisera des économies de 1 à 2 millions d'euros par an en centralisant ses opérations françaises sur un seul site.
positive,"La réutilisation dans des bouteilles PET a également augmenté régulièrement et le taux d'utilisation dans les rubans de cerclage a repris après une baisse en 2005, a déclaré précédemment Petcore."
neutral,"La Russie a représenté 9 % du chiffre d'affaires de la division magazine Lagardère, soit 114,40 millions d'euros (148,11 millions de dollars) en 2009, les États-Unis 18 %."
positive,Les ventes devraient toutefois augmenter à la fin de l'année 2006.
positive,Le chiffre d'affaires net de Satama serait supérieur à celui de l'année précédente.
neutral,Scanfil s'attend à ce que les ventes nettes en 2008 restent au niveau de 2007.
positive,"SINGAPOUR (ICIS) - (1) Kemira et la société indienne d'infrastructures d'eau (2) IVRCL ont convenu de former une coentreprise qui comprend une nouvelle usine de fabrication de coagulants inorganiques dans l'État d'Andhra Pradesh, en Inde, a déclaré mardi le fabricant finlandais de produits chimiques pour le traitement de l'eau. ."
neutral,"Ainsi, à l'heure actuelle, Nokian Tyres détenait le contrat de production de pneus en Chine."
neutral,"Solvay S.A. a engagé Poyry pour fournir des services de gestion de projet, d'ingénierie, d'approvisionnement et de site pour une usine de production de peroxyde d'hydrogène qui sera construite par une coentreprise Solvay-BASF sur le site de BASF à Zandvliet, en Belgique."
positive,"SOUTHFIELD, Michigan – La Central Corporate Credit Union distribuera à nouveau des ristournes à ses membres en renonçant à tous les frais de service engagés au cours des mois de juillet et novembre 2008, à hauteur d'un montant estimé à 1 million de dollars."
positive,SRV va augmenter sa participation dans la société de sorte qu'elle en détiendra la majorité d'ici l'été 2008.
positive,"Les ressources commerciales et de projets de Systeemitiimi seront également renforcées, a déclaré le directeur Paul Skogberg."
positive,"Tallink affirme que les portes étanches de Vana Tallinn et de Regina Baltica, y compris leurs systèmes électriques, sont entièrement en état de fonctionnement."
positive,Talvivaara a conclu un accord d'off-take d'une durée de 10 ans pour 100 pour cent de sa principale production de nickel et de cobalt avec Norilsk Nickel et a conclu un accord d'écoulement de zinc à long terme avec Nyrstar NV.
neutral,Le chiffre d'affaires net de Tekla Group pour 2005 était d'environ 38 millions d'euros.
positive,TeliaSonera a sécurisé les livraisons de modems 4G prenant en charge la 3G et la 2G au cours du deuxième trimestre 2010 .
positive,"La coentreprise à parts égales, qui s'appellera Nokia Siemens Networks, regroupera le groupe d'activités réseau de Nokia et les activités liées aux opérateurs de Siemens, créant des synergies estimées à 1,5 milliard d'euros (1,9 milliard de dollars) d'ici 2010, a indiqué Nokia."
positive,L'acquisition de Boomeranger Boats Oy s'inscrit dans la stratégie de Done Solutions de développer son activité par le biais d'acquisitions d'entreprises.
positive,Les actions devraient permettre de réaliser des économies annuelles de l'ordre de 15 à 20 millions d'euros.
neutral,"L'accord, qui couvrira la surveillance, la maintenance, le service de capacité du serveur et les sauvegardes, comporte une option de prolongation d'un an."
neutral,La modification n'entraînera pas de frais supplémentaires .
positive,La restructuration annoncée réduira considérablement l'endettement de la Société.
positive,Les entreprises attendent les premières commandes dès 2011 .
positive,L'entreprise compte également vendre ses produits dans d'autres régions de Russie.
neutral,"La société a également indiqué que son conseil d'administration avait proposé une distribution de bénéfice de 0,92 euro par action."
neutral,L'entreprise a clôturé l'année dernière avec un chiffre d'affaires d'environ quatre millions d'euros.
neutral,"La société prévoit un chiffre d'affaires net de 65 millions d'euros (85,1 millions de dollars) pour 2006."
neutral,"La société prévoit un chiffre d' affaires de 8,0 milliards de RMB en 2009 ."
positive,La société estime que ces baux constituent des emplacements privilégiés en raison de la présence de plusieurs formations productrices dans les environs immédiats.
neutral,L'entreprise a exporté dans une vingtaine de pays européens ainsi qu'en Afrique.
positive,La société est bien positionnée au Brésil et en Uruguay.
positive,"La société déclare une perte pour la période de 0,4 million d'euros contre une perte de 1,9 million d'euros pour la période correspondante en 2005."
neutral,"Le chiffre d'affaires net de la société en 2009 s'est élevé à 307,8 millions d'euros avec une marge d'exploitation de 13,5 pour cent."
neutral,"Le bénéfice d'exploitation de la société pour 2006 s'est élevé à 39,6 millions d'euros (57,9 millions de dollars)."
neutral,Le bénéfice de la société s'est élevé à Ls 134 700.
neutral,"La société vise un chiffre d' affaires de 27,1 millions de Ls ( 23,498 millions de Ls ) et un bénéfice de 300 000 Ls ( 371 500 Ls ) en 2007 ."
positive,"La société a enregistré un bénéfice par action (BPA) de 0,03 EUR contre une perte par action de 0,01 EUR."
neutral,L'entreprise construira au total 130 nouvelles sous-stations d'ici la fin de cette année.
positive,La marge sur le diesel est restée élevée.
positive,"Cette cession s'inscrit dans le cadre des projets de l'entreprise visant à se concentrer sur des segments de croissance sélectionnés et à rationaliser la structure de l'entreprise, a expliqué la société."
positive,La cession de l'activité margarine de Raisio en mai 2009 a permis à l'entreprise de se concentrer davantage sur les produits à base de céréales.
neutral,Le résultat de la période comparative comprenait une plus-value de 8 millions d'euros provenant de la vente d'actions OMX.
neutral,"L' entreprise finlandaise de textile et d' habillement Marimekko Corporation ( OMX Helsinki : MMO1V ) a annoncé mercredi ( 5 novembre ) un bénéfice d' exploitation de 8,1 millions d' euros sur un chiffre d' affaires net de 59 millions d' euros pour la période de janvier à septembre 2008 ."
neutral,Le premier trimestre s'est déroulé comme prévu et conforme aux prévisions des analystes.
positive,"Au quatrième trimestre, Rapala a renoué avec un bénéfice avant impôts de 1,5 million d'euros contre une perte de 1,2 million d'euros un an plus tôt, grâce à une augmentation de 30% de ses ventes à 44,8 millions d'euros et à une meilleure performance en Amérique du Nord."
neutral,La filiale allemande produira des services de développement de logiciels pour les projets clients de la Business Unit Ixonos Telecommunications.
neutral,"Le chiffre d'affaires consolidé du Groupe pour 2008 s'élève à 3,4 milliards d'euros et emploie environ 13 000 personnes."
neutral,"Le chiffre d'affaires consolidé du Groupe pour 2009 s'élève à 1,5 milliard d'euros et emploie environ 10 000 personnes."
neutral,"Le chiffre d'affaires du Groupe s'élève à plus de 80 millions d'euros, dont environ la moitié est réalisée à l'export."
neutral,Le chiffre d'affaires du Groupe en 2008 s'est élevé à 94 millions d'euros et la société emploie actuellement environ 730 personnes.
neutral,Le chiffre d'affaires du Groupe en 2009 s'est élevé à 70 millions d'euros et la société emploie actuellement environ 780 personnes.
positive,Le groupe va élargir la chaîne pour inclure 45 magasins.
neutral,Le pôle assurances a réalisé un bénéfice de 120 millions d'euros.
positive,La certification ISO démontre que nous progressons dans nos engagements qualité envers nos clients. '
positive,Le contrat à long terme est global.
positive,Les membres de l'équipe de direction contribueront aux mesures d'ajustement avec une réduction temporaire de salaire de 5 %.
positive,L'offre représente une prime de 24% par rapport au cours de clôture du titre vendredi.
neutral,L'ouverture du portail s'inscrit dans la stratégie d'expansion de l'unité d'affaires Marketplaces d'Alma Média.
positive,La reprise de la demande amorcée vers la fin 2009 s'est poursuivie en janvier-mars 2010 .
positive,La vente de l'activité Healthcare Trade soutient la stratégie d'Oriola-KD visant à se concentrer sur les activités de vente en gros et au détail de produits pharmaceutiques.
positive,La vente générera pour la société finlandaise une plus-value avant impôts de 22 millions d'euros en 2011.
neutral,"Le segment réalise un chiffre d'affaires annuel d'environ 400 millions d'euros, a indiqué la société."
positive,Les gisements de stéatite de la région de Medvezhyegorsk devraient augmenter considérablement les réserves actuelles de Tulikivi.
neutral,"Le ratio de capital de solvabilité des deux sociétés était de 2,7 fois la limite de solvabilité."
positive,Elle a ensuite déclaré que le contrat était censé contribuer à hauteur de plus de 150 millions d'euros à ses ventes nettes en 2010.
positive,"Ces mesures devraient générer des économies annuelles de 1,5 million d' euros à partir de 2007 ."
positive,Cela entraînera des économies d'environ 3 millions d'euros par an.
positive,"Grâce à cette acquisition, Solteq élargira son offre de solutions avec les produits logiciels d'entreprise Dynamics de Microsoft."
neutral,"Aux termes de l'accord, Japrotek livrera neuf réservoirs de stockage d'un volume allant de 1 000 m3 à 3 000 m3 avec agitateurs inclus."
positive,"Aux termes de l'accord, TietoEnator fournira à Blyk des services étendus de gestion des applications et des processus métier ainsi qu'une infrastructure informatique."
neutral,"Aux termes de cet accord, Ponsse fournira des services de maintenance de machines forestières aux opérations d'approvisionnement en bois de Stora Enso en Russie."
positive,"En vertu du contrat, Cramo Sverige et son sous-traitant Brinkab AB fourniront toutes les installations d'échafaudage de la nouvelle usine de granulés de LKAB à Kiruna, dans le nord de la Suède."
neutral,"Aux termes de cet accord, le groupe Lextel s'est engagé sur une commande d'ouverture de 3,75 millions d'euros pour des unités mobiles Benefon co-marquées avec Capitel pour le marché chinois."
neutral,Le bureau de Vacon assistera ses clients au Brésil et en Amérique du Sud.
positive,Nous pouvons capitaliser sur notre expérience acquise dans le cadre de plusieurs projets de ponts similaires dans les pays nordiques.
positive,"Grâce à ce déménagement, l'entreprise vise des économies annuelles d'environ 3 millions d'euros, dont la majeure partie devrait être réalisée cette année."
neutral,"Avec la deuxième phase du nouveau bâtiment Innova, la présence de Tecnopolis à Jyvaskyla augmentera pour atteindre un total d'environ 62 000 mètres carrés."
positive,"Avec cette acquisition, Panostaja Oyj élargit encore son secteur d'activité spécialisé dans l'impression numérique."
neutral,"- Moody's a déclaré avoir attribué les notations P A1 à long terme senior non garanties et P P-1 à court terme au programme EMTN de billets à moyen terme de 1 milliard d'euros et 1,4 milliard d'euros de la banque finlandaise Aktia Bank du 25 mars 2011."
positive,"La banque interbancaire brésilienne à but non lucratif Camara Interbancaria de Pagamentos CIP a acquis des solutions du fournisseur américain de solutions d'intégration d'entreprise Sterling Commerce, a indiqué cette dernière société dans un communiqué."
positive,« Leipurin est un groupe en pleine croissance et en voie d'internationalisation rapide.
positive,« NTC a une présence géographique qui complète le réseau existant de Ramirent et nous rapproche de nos clients dans la région de Bohême de l'Est en République tchèque. »
positive,"« Plusieurs initiatives de croissance dans les zones géographiques choisies sont déjà en cours », poursuit-il, soulignant que Lindex a ouvert cet automne son premier magasin en République tchèque à Brno."
positive,"""Nous avons analysé Kaupthing Bank Suède et trouvé une activité qui s'intègre bien à Alandsbanken"", a déclaré le directeur général d'Alandsbanken, Peter Wiklof, dans un communiqué."
positive,"2010 16 juillet 2010 - Le sidérurgiste finlandais Rautaruukki Oyj HEL ​​: RTRKS, ou Ruukki, a annoncé aujourd'hui avoir réalisé un bénéfice net de 20 millions d'euros au deuxième trimestre 2010, contre une perte nette de 94 millions d'euros pour la période correspondante de l'année dernière."
positive,"28 octobre 2010 - Raute Oyj HEL, fournisseur finlandais de technologies pour les produits en bois : RUTAV a annoncé aujourd'hui avoir réalisé un bénéfice net de 3 millions d'euros pour les neuf premiers mois de 2010, contre une perte nette de 5,2 millions d'euros pour la même période un an plus tôt."
positive,"3 février 2011 - Le fournisseur finlandais de systèmes de communication de données à large bande Teleste Oyj HEL ​​: TLT1V a annoncé hier que son bénéfice net avait grimpé à 4,8 millions d'euros en 2010 contre 416 000 euros en 2009 et qu'il avait relevé sa proposition de dividende."
positive,"4 février 2011 - Le fournisseur finlandais de systèmes de communication de données à large bande Teleste Oyj HEL ​​: TLT1V a déclaré mercredi que son bénéfice net a grimpé à 4,8 millions d'euros en 2010 contre 416 000 euros en 2009 et a levé sa proposition de dividende."
positive,"accord avec SHB 30 décembre 2009 - Le groupe finlandais de services financiers Aktia HEL : AKTAV a conclu un accord de tenue de marché avec Svenska Handelsbanken STO : SHB A, ou SHB, ont annoncé aujourd'hui les deux parties."
positive,"AUSTIN, Texas, 6 septembre – Le ministère des Transports du Texas attribue un contrat pour l'équipement de compression et de distribution vidéo Teleste."
positive,"Cargotec Corporation, communiqué de presse, 26 août 2008 à 10 heures, heure finlandaise. Le secteur d'activité MacGREGOR de Cargotec, qui fournit des solutions de manutention de marchandises maritimes et de manutention de charges offshore, a reçu une importante commande de modernisation de grues offshore."
positive,"Le PDG de la société, Tarmo Noop, a déclaré que la croissance des ventes de bières haut de gamme était la plus importante."
positive,"L'EBIT s'est élevé à 14,4 millions d'euros, contre une perte de 0,3 million d'euros pour la période correspondante en 2009."
positive,"Le fournisseur finlandais de systèmes de communication de données à large bande Teleste Oyj HEL ​​: TLT1V a déclaré hier avoir renoué avec un bénéfice net de 2,7 millions d'euros, soit 3,8 millions de dollars, pour les neuf premiers mois de 2010, contre une perte nette de 579 000 euros pour la même période de 2009."
neutral,L'entreprise de construction finlandaise Lemminkainen Oyj HEL ​​: LEM1S a annoncé hier qu'elle construirait une usine d'extrusion de film plastique pour le fournisseur de matériaux d'emballage Ab Rani Plast Oy dans le parc industriel de Lemminkainen à Kaluga en Russie.
positive,"Le fabricant finlandais d' emballages de consommation Huhtamaki Oyj a déclaré qu'il avait enregistré un bénéfice net de 84,1 millions d' euros ( 105,6 millions de dollars ) au cours des neuf premiers mois de 2006 , contre une perte nette de 2,6 millions d' euros ( 3,3 millions de dollars) au cours de la même période de 2005 ."
positive,"Le groupe finlandais de soins dentaires Oral Hammaslaakarit Oyj a enregistré un bénéfice net total de 849 000 euros (1,1 million de dollars) au cours des neuf premiers mois de 2006, contre une perte nette de 331 000 euros (421 000 dollars) pour la même période de 2005."
positive,"La société finlandaise de conseil informatique Satama Interactive Oyj a enregistré un bénéfice net de 1,4 million d'euros (2,0 millions de dollars) pour les neuf premiers mois de 2007, contre une perte nette de 462 000 euros (664 000 dollars) pour la même période de 2006."
positive,"Le fabricant finlandais de machines à pâte et papier, Vaahto Group Oyj, a enregistré un bénéfice net de 1,1 million d'euros (1,4 million de dollars) au cours de l'exercice 2005-06, terminé le 31 août 2006, contre une perte nette de 249 000 euros (319 000 dollars) pour l'exercice 2004-05."
positive,"Le fabricant finlandais de plaquettes de silicium Okmetic Oyj a déclaré avoir enregistré un bénéfice net de 4,9 millions d'euros (6,3 millions de dollars) au cours des neuf premiers mois de 2006, contre une perte nette de 1,8 millions d'euros (2,3 millions de dollars) un an plus tôt."
neutral,Glaston a également mis en place des mesures d'efficacité dans toutes les autres unités.
positive,"La croissance a été la plus forte dans les activités de F-Secure auprès des opérateurs FAI, des opérateurs mobiles et des câblo-opérateurs."
positive,"Au deuxième trimestre 2010, le bénéfice net de la société s'est élevé à 1,7 million d'euros contre une perte nette de 1,3 million d'euros en avril-juin 2009."
positive,Il semble donc que la compagnie maritime finlandaise Viking Line obtiendra la subvention dont elle a besoin pour commander son nouveau navire propulsé au GNL.
